id	class	method	parent	size	flags	nullable	visibility	non-primitive-return	uri
114	org.mockito.stubbing.OngoingStubbing	thenReturn(T,T...)	0	2	[false, false]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/stubbing/OngoingStubbing.java
115	org.mockito.stubbing.OngoingStubbing	thenThrow(java.lang.Throwable...)	0	1	[false]	true	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/stubbing/OngoingStubbing.java
116	org.mockito.stubbing.OngoingStubbing	thenThrow(java.lang.Class<? extends java.lang.Throwable>)	0	1	[false]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/stubbing/OngoingStubbing.java
117	org.mockito.stubbing.OngoingStubbing	thenThrow(java.lang.Class<? extends java.lang.Throwable>,java.lang.Class<? extends java.lang.Throwable>...)	0	2	[false, false]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/stubbing/OngoingStubbing.java
118	org.mockito.stubbing.OngoingStubbing	thenCallRealMethod()	0	0	[]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/stubbing/OngoingStubbing.java
119	org.mockito.stubbing.OngoingStubbing	thenAnswer(org.mockito.stubbing.Answer<?>)	0	1	[false]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/stubbing/OngoingStubbing.java
120	org.mockito.stubbing.OngoingStubbing	then(org.mockito.stubbing.Answer<?>)	0	1	[false]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/stubbing/OngoingStubbing.java
121	org.mockito.stubbing.OngoingStubbing	<M>getMock()	0	0	[]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/stubbing/OngoingStubbing.java
122	org.mockito.listeners.VerificationListener	onVerification(org.mockito.verification.VerificationEvent)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/listeners/VerificationListener.java
123	org.mockito.verification.VerificationMode	verify(org.mockito.internal.verification.api.VerificationData)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/verification/VerificationMode.java
124	org.mockito.verification.VerificationMode	description(java.lang.String)	0	1	[false]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/verification/VerificationMode.java
125	org.mockito.internal.progress.ArgumentMatcherStorage	reportMatcher(org.mockito.ArgumentMatcher<?>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/ArgumentMatcherStorage.java
126	org.mockito.internal.progress.ArgumentMatcherStorage	pullLocalizedMatchers()	0	0	[]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/ArgumentMatcherStorage.java
127	org.mockito.internal.progress.ArgumentMatcherStorage	reportAnd()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/ArgumentMatcherStorage.java
128	org.mockito.internal.progress.ArgumentMatcherStorage	reportNot()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/ArgumentMatcherStorage.java
129	org.mockito.internal.progress.ArgumentMatcherStorage	reportOr()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/ArgumentMatcherStorage.java
130	org.mockito.internal.progress.ArgumentMatcherStorage	validateState()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/ArgumentMatcherStorage.java
131	org.mockito.internal.progress.ArgumentMatcherStorage	reset()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/ArgumentMatcherStorage.java
132	org.mockito.verification.VerificationStrategy	maybeVerifyLazily(org.mockito.verification.VerificationMode)	0	1	[false]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/verification/VerificationStrategy.java
133	org.mockito.internal.matchers.LocalizedMatcher	LocalizedMatcher(org.mockito.ArgumentMatcher<?>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/matchers/LocalizedMatcher.java
134	org.mockito.internal.matchers.LocalizedMatcher	getLocation()	0	0	[]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/matchers/LocalizedMatcher.java
135	org.mockito.internal.matchers.LocalizedMatcher	getMatcher()	0	0	[]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/matchers/LocalizedMatcher.java
136	org.mockito.internal.verification.api.VerificationData	getAllInvocations()	0	0	[]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/verification/api/VerificationData.java
137	org.mockito.internal.verification.api.VerificationData	getTarget()	0	0	[]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/verification/api/VerificationData.java
